year,aun,county,district,grade,math,reading
2008,124156603,Chester,OWEN J ROBERTS SD,3,55.9,30.9
2008,124156603,Chester,OWEN J ROBERTS SD,4,67.6,49.7
2008,124156603,Chester,OWEN J ROBERTS SD,5,65.4,36.3
2008,124156603,Chester,OWEN J ROBERTS SD,6,54.1,46.2
2008,124156603,Chester,OWEN J ROBERTS SD,7,60.2,50.3
2008,124156603,Chester,OWEN J ROBERTS SD,8,63.6,75.4
2008,124156603,Chester,OWEN J ROBERTS SD,11,38.7,48.4
2008,124156703,Chester,OXFORD AREA SD,3,38.2,18.3
2008,124156703,Chester,OXFORD AREA SD,4,40.8,37.4
2008,124156703,Chester,OXFORD AREA SD,5,55.1,31.4
2008,124156703,Chester,OXFORD AREA SD,6,54.7,36.2
2008,124156703,Chester,OXFORD AREA SD,7,60.7,48
2008,124156703,Chester,OXFORD AREA SD,8,42,64.9
2008,124156703,Chester,OXFORD AREA SD,11,29.2,33.3
2008,124157203,Chester,PHOENIXVILLE AREA SD,3,55.4,23.9
2008,124157203,Chester,PHOENIXVILLE AREA SD,4,67.8,51.5
2008,124157203,Chester,PHOENIXVILLE AREA SD,5,70.4,34.6
2008,124157203,Chester,PHOENIXVILLE AREA SD,6,58.3,46.7
2008,124157203,Chester,PHOENIXVILLE AREA SD,7,57.7,43.8
2008,124157203,Chester,PHOENIXVILLE AREA SD,8,52.9,69.8
2008,124157203,Chester,PHOENIXVILLE AREA SD,11,36.2,45.5
2008,124157802,Chester,TREDYFFRIN-EASTTOWN SD,3,62.3,40
2008,124157802,Chester,TREDYFFRIN-EASTTOWN SD,4,75.7,67.3
2008,124157802,Chester,TREDYFFRIN-EASTTOWN SD,5,56.7,44.9
2008,124157802,Chester,TREDYFFRIN-EASTTOWN SD,6,66.5,59.1
2008,124157802,Chester,TREDYFFRIN-EASTTOWN SD,7,70.8,70.4
2008,124157802,Chester,TREDYFFRIN-EASTTOWN SD,8,70.6,87.2
2008,124157802,Chester,TREDYFFRIN-EASTTOWN SD,11,65,69.2
2008,124158503,Chester,UNIONVILLE-CHADDS FORD SD,3,77.5,47.5
2008,124158503,Chester,UNIONVILLE-CHADDS FORD SD,4,77.6,65.2
2008,124158503,Chester,UNIONVILLE-CHADDS FORD SD,5,78.9,59.1
2008,124158503,Chester,UNIONVILLE-CHADDS FORD SD,6,73.7,57.3
2008,124158503,Chester,UNIONVILLE-CHADDS FORD SD,7,72.2,69.6
2008,124158503,Chester,UNIONVILLE-CHADDS FORD SD,8,81.1,84.4
2008,124158503,Chester,UNIONVILLE-CHADDS FORD SD,11,59.2,69.3
2008,124159002,Chester,WEST CHESTER AREA SD,3,59.2,32.8
2008,124159002,Chester,WEST CHESTER AREA SD,4,73.5,63
2008,124159002,Chester,WEST CHESTER AREA SD,5,67.2,41.2
2008,124159002,Chester,WEST CHESTER AREA SD,6,57,48.2
2008,124159002,Chester,WEST CHESTER AREA SD,7,56.7,53.2
2008,124159002,Chester,WEST CHESTER AREA SD,8,59.6,75.1
2008,124159002,Chester,WEST CHESTER AREA SD,11,42.1,45.9
2008,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,3,19.6,7.1
2008,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,4,46.7,30
2008,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,5,34.4,13.1
2008,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,6,30.8,20
2008,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,7,36.3,22.5
2008,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,8,25,33.8
2008,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,11,15.3,15.3
2008,106161203,Clarion,CLARION AREA SD,3,44.3,24.6
2008,106161203,Clarion,CLARION AREA SD,4,46.6,41.1
2008,106161203,Clarion,CLARION AREA SD,5,54.4,21.1
2008,106161203,Clarion,CLARION AREA SD,6,52.9,35.3
2008,106161203,Clarion,CLARION AREA SD,7,41.5,35.4
2008,106161203,Clarion,CLARION AREA SD,8,37.3,61
2008,106161203,Clarion,CLARION AREA SD,11,25,51.2
2008,106161703,Clarion,CLARION-LIMESTONE AREA SD,3,51.9,29.1
2008,106161703,Clarion,CLARION-LIMESTONE AREA SD,4,42.6,47.5
2008,106161703,Clarion,CLARION-LIMESTONE AREA SD,5,56.2,26
2008,106161703,Clarion,CLARION-LIMESTONE AREA SD,6,40.6,34.9
2008,106161703,Clarion,CLARION-LIMESTONE AREA SD,7,35.4,34.2
2008,106161703,Clarion,CLARION-LIMESTONE AREA SD,8,33.7,60.9
2008,106161703,Clarion,CLARION-LIMESTONE AREA SD,11,29.7,35.1
2008,106166503,Clarion,KEYSTONE SD,3,54.5,26.4
2008,106166503,Clarion,KEYSTONE SD,4,64.6,43
2008,106166503,Clarion,KEYSTONE SD,5,57.7,17.9
2008,106166503,Clarion,KEYSTONE SD,6,38.2,27
2008,106166503,Clarion,KEYSTONE SD,7,32.9,29.4
2008,106166503,Clarion,KEYSTONE SD,8,42.2,64.7
2008,106166503,Clarion,KEYSTONE SD,11,18.1,26.5
2008,106167504,Clarion,NORTH CLARION COUNTY SD,3,35.1,5.4
2008,106167504,Clarion,NORTH CLARION COUNTY SD,4,67.6,45.9
2008,106167504,Clarion,NORTH CLARION COUNTY SD,5,70,26
2008,106167504,Clarion,NORTH CLARION COUNTY SD,6,67.4,32.6
2008,106167504,Clarion,NORTH CLARION COUNTY SD,7,50,38.1
2008,106167504,Clarion,NORTH CLARION COUNTY SD,8,42.9,69.6
2008,106167504,Clarion,NORTH CLARION COUNTY SD,11,27.3,23.6
2008,106168003,Clarion,REDBANK VALLEY SD,3,49.4,15.7
2008,106168003,Clarion,REDBANK VALLEY SD,4,55.4,45.8
2008,106168003,Clarion,REDBANK VALLEY SD,5,51.6,25.3
2008,106168003,Clarion,REDBANK VALLEY SD,6,44.3,34.9
2008,106168003,Clarion,REDBANK VALLEY SD,7,39.6,34
2008,106168003,Clarion,REDBANK VALLEY SD,8,21,49.5
2008,106168003,Clarion,REDBANK VALLEY SD,11,13.1,26.3
2008,106169003,Clarion,UNION SD,3,37.2,4.7
2008,106169003,Clarion,UNION SD,4,40.7,20.4
2008,106169003,Clarion,UNION SD,5,38.3,19.1
2008,106169003,Clarion,UNION SD,6,39,30.5
2008,106169003,Clarion,UNION SD,7,28.8,22
2008,106169003,Clarion,UNION SD,8,15.9,54.5
2008,106169003,Clarion,UNION SD,11,19,27.6
2008,110171003,Clearfield,CLEARFIELD AREA SD,3,39.1,8.6
2008,110171003,Clearfield,CLEARFIELD AREA SD,4,55.2,27.1
2008,110171003,Clearfield,CLEARFIELD AREA SD,5,36.3,16.4
2008,110171003,Clearfield,CLEARFIELD AREA SD,6,31.9,27.2
2008,110171003,Clearfield,CLEARFIELD AREA SD,7,30.7,27.6
2008,110171003,Clearfield,CLEARFIELD AREA SD,8,39.9,43.2
2008,110171003,Clearfield,CLEARFIELD AREA SD,11,18.8,27.4
2008,110171803,Clearfield,CURWENSVILLE AREA SD,3,47.9,21.9
2008,110171803,Clearfield,CURWENSVILLE AREA SD,4,48,29.4
2008,110171803,Clearfield,CURWENSVILLE AREA SD,5,80,40
2008,110171803,Clearfield,CURWENSVILLE AREA SD,6,46.7,30.8
2008,110171803,Clearfield,CURWENSVILLE AREA SD,7,52.4,37.1
2008,110171803,Clearfield,CURWENSVILLE AREA SD,8,25.3,62.7
2008,110171803,Clearfield,CURWENSVILLE AREA SD,11,21.6,32.4
2008,106172003,Clearfield,DUBOIS AREA SD,3,47.7,18.9
2008,106172003,Clearfield,DUBOIS AREA SD,4,53.6,39.4
2008,106172003,Clearfield,DUBOIS AREA SD,5,59.3,27.5
2008,106172003,Clearfield,DUBOIS AREA SD,6,59.1,40.9
2008,106172003,Clearfield,DUBOIS AREA SD,7,51.3,35.4
2008,106172003,Clearfield,DUBOIS AREA SD,8,58.3,64.4
2008,106172003,Clearfield,DUBOIS AREA SD,11,20.9,30
2008,110173003,Clearfield,GLENDALE SD,3,26.7,8.3
2008,110173003,Clearfield,GLENDALE SD,4,14.8,11.5
2008,110173003,Clearfield,GLENDALE SD,5,32.8,11.1
2008,110173003,Clearfield,GLENDALE SD,6,64.2,38.8
2008,110173003,Clearfield,GLENDALE SD,7,50,26.6
2008,110173003,Clearfield,GLENDALE SD,8,36.9,58.5
2008,110173003,Clearfield,GLENDALE SD,11,7.7,19.7
2008,110173504,Clearfield,HARMONY AREA SD,3,36.4,18.2
2008,110173504,Clearfield,HARMONY AREA SD,4,45.5,40.9
2008,110173504,Clearfield,HARMONY AREA SD,5,14.3,9.5
2008,110173504,Clearfield,HARMONY AREA SD,6,43.5,17.4
2008,110173504,Clearfield,HARMONY AREA SD,7,40.7,29.6
2008,110173504,Clearfield,HARMONY AREA SD,8,35.5,35.5
2008,110173504,Clearfield,HARMONY AREA SD,11,23.3,10
2008,110175003,Clearfield,MOSHANNON VALLEY SD,3,24.7,12.3
2008,110175003,Clearfield,MOSHANNON VALLEY SD,4,50.7,26.1
2008,110175003,Clearfield,MOSHANNON VALLEY SD,5,41,18
2008,110175003,Clearfield,MOSHANNON VALLEY SD,6,37,29.6
2008,110175003,Clearfield,MOSHANNON VALLEY SD,7,29.2,18.5
2008,110175003,Clearfield,MOSHANNON VALLEY SD,8,17.5,29.6
2008,110175003,Clearfield,MOSHANNON VALLEY SD,11,3.2,28.4
2008,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,3,44.5,22.9
2008,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,4,52.2,27.9
2008,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,5,36.6,17.9
2008,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,6,41.8,26.2
2008,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,7,38.9,37
2008,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,8,39.1,53.5
2008,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,11,19,28.4
2008,110179003,Clearfield,WEST BRANCH AREA SD,3,41.3,13
2008,110179003,Clearfield,WEST BRANCH AREA SD,4,41.8,25.3
2008,110179003,Clearfield,WEST BRANCH AREA SD,5,39.1,20.9
2008,110179003,Clearfield,WEST BRANCH AREA SD,6,35.9,23.3
2008,110179003,Clearfield,WEST BRANCH AREA SD,7,28.7,32.7
2008,110179003,Clearfield,WEST BRANCH AREA SD,8,35.6,48.5
2008,110179003,Clearfield,WEST BRANCH AREA SD,11,16.2,27.3
2008,110183602,Clinton,KEYSTONE CENTRAL SD,3,33.1,11.2
2008,110183602,Clinton,KEYSTONE CENTRAL SD,4,50.2,30.9
2008,110183602,Clinton,KEYSTONE CENTRAL SD,5,49.7,21
2008,110183602,Clinton,KEYSTONE CENTRAL SD,6,41.3,22.6
2008,110183602,Clinton,KEYSTONE CENTRAL SD,7,31.9,29.3
2008,110183602,Clinton,KEYSTONE CENTRAL SD,8,24.9,46.2
2008,110183602,Clinton,KEYSTONE CENTRAL SD,11,23,26.7
2008,116191004,Columbia,BENTON AREA SD,3,49.1,26.4
2008,116191004,Columbia,BENTON AREA SD,4,51.7,29.3
2008,116191004,Columbia,BENTON AREA SD,5,46,20.6
2008,116191004,Columbia,BENTON AREA SD,6,51.1,12.8
2008,116191004,Columbia,BENTON AREA SD,7,55.4,29.2
2008,116191004,Columbia,BENTON AREA SD,8,51.6,54.7
2008,116191004,Columbia,BENTON AREA SD,11,22.1,25
2008,116191103,Columbia,BERWICK AREA SD,3,44.8,20.2
2008,116191103,Columbia,BERWICK AREA SD,4,48.9,26.2
2008,116191103,Columbia,BERWICK AREA SD,5,51.2,26.2
2008,116191103,Columbia,BERWICK AREA SD,6,48.3,27
2008,116191103,Columbia,BERWICK AREA SD,7,43.6,31
2008,116191103,Columbia,BERWICK AREA SD,8,38.9,45.3
2008,116191103,Columbia,BERWICK AREA SD,11,14.4,27.8
2008,116191203,Columbia,BLOOMSBURG AREA SD,3,63.9,29.5
2008,116191203,Columbia,BLOOMSBURG AREA SD,4,65.5,44.5
2008,116191203,Columbia,BLOOMSBURG AREA SD,5,56.5,27
2008,116191203,Columbia,BLOOMSBURG AREA SD,6,53.9,32.6
2008,116191203,Columbia,BLOOMSBURG AREA SD,7,42.1,33.6
2008,116191203,Columbia,BLOOMSBURG AREA SD,8,36.6,47.3
2008,116191203,Columbia,BLOOMSBURG AREA SD,11,33,55.7
2008,116191503,Columbia,CENTRAL COLUMBIA SD,3,57.4,23.8
2008,116191503,Columbia,CENTRAL COLUMBIA SD,4,58.7,30.8
2008,116191503,Columbia,CENTRAL COLUMBIA SD,5,48.4,23.5
2008,116191503,Columbia,CENTRAL COLUMBIA SD,6,33.9,42.3
2008,116191503,Columbia,CENTRAL COLUMBIA SD,7,32.8,37.2
2008,116191503,Columbia,CENTRAL COLUMBIA SD,8,36.7,68
2008,116191503,Columbia,CENTRAL COLUMBIA SD,11,30.9,43.6
2008,116195004,Columbia,MILLVILLE AREA SD,3,52.7,27.3
2008,116195004,Columbia,MILLVILLE AREA SD,4,51.7,52.6
2008,116195004,Columbia,MILLVILLE AREA SD,5,36.4,29.1
2008,116195004,Columbia,MILLVILLE AREA SD,6,45.1,39.2
2008,116195004,Columbia,MILLVILLE AREA SD,7,37.8,26.7
2008,116195004,Columbia,MILLVILLE AREA SD,8,63.8,62.1
2008,116195004,Columbia,MILLVILLE AREA SD,11,22,36.6
2008,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,3,38.4,14.1
2008,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,4,44.5,35.3
2008,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,5,44.2,11.5
2008,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,6,54.8,41.7
2008,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,7,61.2,35.7
2008,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,8,41.5,58.5
2008,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,11,38,37
2008,105201033,Crawford,CONNEAUT SD,3,33.7,18.3
2008,105201033,Crawford,CONNEAUT SD,4,38.1,29.3
2008,105201033,Crawford,CONNEAUT SD,5,29.3,15.2
2008,105201033,Crawford,CONNEAUT SD,6,49,32.2
2008,105201033,Crawford,CONNEAUT SD,7,41.9,22.7
2008,105201033,Crawford,CONNEAUT SD,8,42.5,49.8
2008,105201033,Crawford,CONNEAUT SD,11,16.1,22.9
2008,105201352,Crawford,CRAWFORD CENTRAL SD,3,26.7,13.4
2008,105201352,Crawford,CRAWFORD CENTRAL SD,4,35.9,23.3
2008,105201352,Crawford,CRAWFORD CENTRAL SD,5,34.8,19.2
2008,105201352,Crawford,CRAWFORD CENTRAL SD,6,38.5,35.9
2008,105201352,Crawford,CRAWFORD CENTRAL SD,7,36.9,35.8
2008,105201352,Crawford,CRAWFORD CENTRAL SD,8,26.8,47.5
2008,105201352,Crawford,CRAWFORD CENTRAL SD,11,19.6,25.3
2008,105204703,Crawford,PENNCREST SD,3,45,18.6
2008,105204703,Crawford,PENNCREST SD,4,36.7,26.7
2008,105204703,Crawford,PENNCREST SD,5,38.2,20.3
2008,105204703,Crawford,PENNCREST SD,6,42.3,26.8
2008,105204703,Crawford,PENNCREST SD,7,51.2,40.6
2008,105204703,Crawford,PENNCREST SD,8,47.8,59.9
2008,105204703,Crawford,PENNCREST SD,11,25.2,37.2
2008,115210503,Cumberland,BIG SPRING SD,3,36.7,17.3
2008,115210503,Cumberland,BIG SPRING SD,4,43.5,31.3
2008,115210503,Cumberland,BIG SPRING SD,5,37.6,12.2
2008,115210503,Cumberland,BIG SPRING SD,6,47.9,30.2
2008,115210503,Cumberland,BIG SPRING SD,7,38.4,30.9
2008,115210503,Cumberland,BIG SPRING SD,8,50,47.8
2008,115210503,Cumberland,BIG SPRING SD,11,19.2,22.6
2008,115211003,Cumberland,CAMP HILL SD,3,35.1,13
2008,115211003,Cumberland,CAMP HILL SD,4,60.2,43.2
2008,115211003,Cumberland,CAMP HILL SD,5,54.8,30.1
2008,115211003,Cumberland,CAMP HILL SD,6,63.7,49
2008,115211003,Cumberland,CAMP HILL SD,7,50.7,45.1
2008,115211003,Cumberland,CAMP HILL SD,8,54.1,66.3
2008,115211003,Cumberland,CAMP HILL SD,11,50,64.4
2008,115211103,Cumberland,CARLISLE AREA SD,3,44.1,21.6
2008,115211103,Cumberland,CARLISLE AREA SD,4,56.9,43.1
2008,115211103,Cumberland,CARLISLE AREA SD,5,49.7,26.4
2008,115211103,Cumberland,CARLISLE AREA SD,6,52.4,34.4
2008,115211103,Cumberland,CARLISLE AREA SD,7,42.4,31.9
2008,115211103,Cumberland,CARLISLE AREA SD,8,39.8,50.4
2008,115211103,Cumberland,CARLISLE AREA SD,11,20.9,30.1
2008,115211603,Cumberland,CUMBERLAND VALLEY SD,3,63.7,30.7
2008,115211603,Cumberland,CUMBERLAND VALLEY SD,4,66.6,50
2008,115211603,Cumberland,CUMBERLAND VALLEY SD,5,71,35.7
2008,115211603,Cumberland,CUMBERLAND VALLEY SD,6,68.5,51.9
2008,115211603,Cumberland,CUMBERLAND VALLEY SD,7,62.8,54.6
2008,115211603,Cumberland,CUMBERLAND VALLEY SD,8,63.8,76.8
2008,115211603,Cumberland,CUMBERLAND VALLEY SD,11,49.8,55.5
2008,115212503,Cumberland,EAST PENNSBORO AREA SD,3,54.3,26.7
2008,115212503,Cumberland,EAST PENNSBORO AREA SD,4,66.4,46.1
2008,115212503,Cumberland,EAST PENNSBORO AREA SD,5,54,23.5
2008,115212503,Cumberland,EAST PENNSBORO AREA SD,6,40.9,19.2
2008,115212503,Cumberland,EAST PENNSBORO AREA SD,7,42,47.2
2008,115212503,Cumberland,EAST PENNSBORO AREA SD,8,63,65.4
2008,115212503,Cumberland,EAST PENNSBORO AREA SD,11,31.9,31.5
2008,115216503,Cumberland,MECHANICSBURG AREA SD,3,50,21.2
2008,115216503,Cumberland,MECHANICSBURG AREA SD,4,59.4,30.5
2008,115216503,Cumberland,MECHANICSBURG AREA SD,5,63.5,22.1
2008,115216503,Cumberland,MECHANICSBURG AREA SD,6,64.6,44.9
2008,115216503,Cumberland,MECHANICSBURG AREA SD,7,52.8,43.8
2008,115216503,Cumberland,MECHANICSBURG AREA SD,8,52.8,61.3
2008,115216503,Cumberland,MECHANICSBURG AREA SD,11,37,39.1
2008,115218003,Cumberland,SHIPPENSBURG AREA SD,3,45.1,13.2
2008,115218003,Cumberland,SHIPPENSBURG AREA SD,4,57.9,27.8
2008,115218003,Cumberland,SHIPPENSBURG AREA SD,5,50.2,22.3
2008,115218003,Cumberland,SHIPPENSBURG AREA SD,6,47,20.3
2008,115218003,Cumberland,SHIPPENSBURG AREA SD,7,40.1,29.8
2008,115218003,Cumberland,SHIPPENSBURG AREA SD,8,52.6,59.2
2008,115218003,Cumberland,SHIPPENSBURG AREA SD,11,20.6,24.1
2008,115218303,Cumberland,SOUTH MIDDLETON SD,3,56.7,24.2
2008,115218303,Cumberland,SOUTH MIDDLETON SD,4,47.4,41
2008,115218303,Cumberland,SOUTH MIDDLETON SD,5,48.4,23.5
2008,115218303,Cumberland,SOUTH MIDDLETON SD,6,55.2,42.9
2008,115218303,Cumberland,SOUTH MIDDLETON SD,7,48.4,38.5
2008,115218303,Cumberland,SOUTH MIDDLETON SD,8,59.3,67.9
2008,115218303,Cumberland,SOUTH MIDDLETON SD,11,15.9,33.7
2008,115221402,Dauphin,CENTRAL DAUPHIN SD,3,46.6,19.8
2008,115221402,Dauphin,CENTRAL DAUPHIN SD,4,56.3,37.1
2008,115221402,Dauphin,CENTRAL DAUPHIN SD,5,52.2,26.9
2008,115221402,Dauphin,CENTRAL DAUPHIN SD,6,51.2,30
2008,115221402,Dauphin,CENTRAL DAUPHIN SD,7,52,36.7
2008,115221402,Dauphin,CENTRAL DAUPHIN SD,8,40.9,51.3
2008,115221402,Dauphin,CENTRAL DAUPHIN SD,11,25.6,34.7
2008,115221753,Dauphin,DERRY TOWNSHIP SD,3,52.6,26.5
2008,115221753,Dauphin,DERRY TOWNSHIP SD,4,66.4,49.1
2008,115221753,Dauphin,DERRY TOWNSHIP SD,5,69.7,40.1
2008,115221753,Dauphin,DERRY TOWNSHIP SD,6,61.2,36.9
2008,115221753,Dauphin,DERRY TOWNSHIP SD,7,70.3,58.3
2008,115221753,Dauphin,DERRY TOWNSHIP SD,8,57.6,76
2008,115221753,Dauphin,DERRY TOWNSHIP SD,11,47.9,51
2008,115222504,Dauphin,HALIFAX AREA SD,3,35.4,20
2008,115222504,Dauphin,HALIFAX AREA SD,4,52.3,29.2
2008,115222504,Dauphin,HALIFAX AREA SD,5,45.9,16.5
2008,115222504,Dauphin,HALIFAX AREA SD,6,24.1,25.3
2008,115222504,Dauphin,HALIFAX AREA SD,7,40.8,33.7
2008,115222504,Dauphin,HALIFAX AREA SD,8,45.8,60.4
2008,115222504,Dauphin,HALIFAX AREA SD,11,4.6,28.7
2008,115222752,Dauphin,HARRISBURG CITY SD,3,11.8,2.7
2008,115222752,Dauphin,HARRISBURG CITY SD,4,9.6,3.2
2008,115222752,Dauphin,HARRISBURG CITY SD,5,9.4,2.4
2008,115222752,Dauphin,HARRISBURG CITY SD,6,10.9,5.3
2008,115222752,Dauphin,HARRISBURG CITY SD,7,8.6,7.3
2008,115222752,Dauphin,HARRISBURG CITY SD,8,9.2,17.1
2008,115222752,Dauphin,HARRISBURG CITY SD,11,3.3,6.3
2008,115224003,Dauphin,LOWER DAUPHIN SD,3,51.5,30.1
2008,115224003,Dauphin,LOWER DAUPHIN SD,4,61,44.3
2008,115224003,Dauphin,LOWER DAUPHIN SD,5,61.2,32.2
2008,115224003,Dauphin,LOWER DAUPHIN SD,6,64.3,45.2
2008,115224003,Dauphin,LOWER DAUPHIN SD,7,47.9,38.1
2008,115224003,Dauphin,LOWER DAUPHIN SD,8,68.8,67.7
2008,115224003,Dauphin,LOWER DAUPHIN SD,11,33,38.8
2008,115226003,Dauphin,MIDDLETOWN AREA SD,3,42,13.2
2008,115226003,Dauphin,MIDDLETOWN AREA SD,4,48.5,27.5
2008,115226003,Dauphin,MIDDLETOWN AREA SD,5,48.8,22.2
2008,115226003,Dauphin,MIDDLETOWN AREA SD,6,41,29.3
2008,115226003,Dauphin,MIDDLETOWN AREA SD,7,40.8,28.2
2008,115226003,Dauphin,MIDDLETOWN AREA SD,8,50.3,49.7
2008,115226003,Dauphin,MIDDLETOWN AREA SD,11,15.4,31.4
2008,115226103,Dauphin,MILLERSBURG AREA SD,3,34,16
2008,115226103,Dauphin,MILLERSBURG AREA SD,4,66.2,45.9
2008,115226103,Dauphin,MILLERSBURG AREA SD,5,36.2,24.1
2008,115226103,Dauphin,MILLERSBURG AREA SD,6,42.2,18.8
2008,115226103,Dauphin,MILLERSBURG AREA SD,7,42.6,47.5
2008,115226103,Dauphin,MILLERSBURG AREA SD,8,27.3,50.6
2008,115226103,Dauphin,MILLERSBURG AREA SD,11,13.7,39.7
2008,115228003,Dauphin,STEELTON-HIGHSPIRE SD,3,24.4,5.1
2008,115228003,Dauphin,STEELTON-HIGHSPIRE SD,4,20.9,12.9
2008,115228003,Dauphin,STEELTON-HIGHSPIRE SD,5,18.6,4.7
2008,115228003,Dauphin,STEELTON-HIGHSPIRE SD,6,26.4,8.9
2008,115228003,Dauphin,STEELTON-HIGHSPIRE SD,7,13.3,11.1
2008,115228003,Dauphin,STEELTON-HIGHSPIRE SD,8,13,14.1
2008,115228003,Dauphin,STEELTON-HIGHSPIRE SD,11,7.2,13.1
2008,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,3,33.8,12
2008,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,4,56.3,39.3
2008,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,5,44.7,21.3
2008,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,6,45.6,25.8
2008,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,7,42,37.1
2008,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,8,55.6,53.3
2008,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,11,35.2,41.1
2008,115229003,Dauphin,UPPER DAUPHIN AREA SD,3,38.6,11.4
2008,115229003,Dauphin,UPPER DAUPHIN AREA SD,4,51.3,28.7
2008,115229003,Dauphin,UPPER DAUPHIN AREA SD,5,52.4,19
2008,115229003,Dauphin,UPPER DAUPHIN AREA SD,6,34.8,26.1
2008,115229003,Dauphin,UPPER DAUPHIN AREA SD,7,23.9,22.8
2008,115229003,Dauphin,UPPER DAUPHIN AREA SD,8,44.7,43.6
2008,115229003,Dauphin,UPPER DAUPHIN AREA SD,11,20,32.9
2008,125231232,Delaware,CHESTER-UPLAND SD,3,15.8,3.2
2008,125231232,Delaware,CHESTER-UPLAND SD,4,5,6.7
2008,125231232,Delaware,CHESTER-UPLAND SD,5,12.2,3
2008,125231232,Delaware,CHESTER-UPLAND SD,6,12.1,5.4
2008,125231232,Delaware,CHESTER-UPLAND SD,7,2.9,4.7
2008,125231232,Delaware,CHESTER-UPLAND SD,8,4.6,10.5
2008,125231232,Delaware,CHESTER-UPLAND SD,11,0,1.7
2008,125231303,Delaware,CHICHESTER SD,3,39.5,17.6
2008,125231303,Delaware,CHICHESTER SD,4,36.2,27.2
2008,125231303,Delaware,CHICHESTER SD,5,33.5,16.2
2008,125231303,Delaware,CHICHESTER SD,6,23.6,24.8
2008,125231303,Delaware,CHICHESTER SD,7,28.1,28.3
2008,125231303,Delaware,CHICHESTER SD,8,31,54.9
2008,125231303,Delaware,CHICHESTER SD,11,14.9,19
2008,125234103,Delaware,GARNET VALLEY SD,3,69.2,32.5
2008,125234103,Delaware,GARNET VALLEY SD,4,69.9,55.7
2008,125234103,Delaware,GARNET VALLEY SD,5,64.7,52.3
2008,125234103,Delaware,GARNET VALLEY SD,6,57.2,56.6
2008,125234103,Delaware,GARNET VALLEY SD,7,59.9,58.1
2008,125234103,Delaware,GARNET VALLEY SD,8,69.5,87.2
2008,125234103,Delaware,GARNET VALLEY SD,11,34.4,43.3
2008,125234502,Delaware,HAVERFORD TOWNSHIP SD,3,63.5,31
2008,125234502,Delaware,HAVERFORD TOWNSHIP SD,4,70.5,47.7
2008,125234502,Delaware,HAVERFORD TOWNSHIP SD,5,71.7,40.1
2008,125234502,Delaware,HAVERFORD TOWNSHIP SD,6,67.3,44.9
2008,125234502,Delaware,HAVERFORD TOWNSHIP SD,7,52.2,43.2
2008,125234502,Delaware,HAVERFORD TOWNSHIP SD,8,55.4,73.1
2008,125234502,Delaware,HAVERFORD TOWNSHIP SD,11,39.6,48.9
2008,125235103,Delaware,INTERBORO SD,3,37.3,14.6
2008,125235103,Delaware,INTERBORO SD,4,42.7,24.3
2008,125235103,Delaware,INTERBORO SD,5,52.1,20.2
2008,125235103,Delaware,INTERBORO SD,6,42.3,27.6
2008,125235103,Delaware,INTERBORO SD,7,30.8,30.4
2008,125235103,Delaware,INTERBORO SD,8,45.6,60.7
2008,125235103,Delaware,INTERBORO SD,11,18.6,26.1
2008,125235502,Delaware,MARPLE NEWTOWN SD,3,54.4,29.4
2008,125235502,Delaware,MARPLE NEWTOWN SD,4,62.6,45.9
2008,125235502,Delaware,MARPLE NEWTOWN SD,5,62.2,48.4
2008,125235502,Delaware,MARPLE NEWTOWN SD,6,58.5,41.5
2008,125235502,Delaware,MARPLE NEWTOWN SD,7,56.9,50.9
2008,125235502,Delaware,MARPLE NEWTOWN SD,8,63.6,76.8
2008,125235502,Delaware,MARPLE NEWTOWN SD,11,32.5,42.3
2008,125236903,Delaware,PENN-DELCO SD,3,60.4,21.2
2008,125236903,Delaware,PENN-DELCO SD,4,67.9,41.8
