year,aun,county,district,grade,writing_a,writing_p,writing_b,writing_bb
2008,103021252,Allegheny,BETHEL PARK SD,5,11.6,74.1,14.3,0
2008,103021252,Allegheny,BETHEL PARK SD,8,4.4,85.7,9.6,0.3
2008,103021252,Allegheny,BETHEL PARK SD,11,30.8,63.1,5.9,0.2
2008,103021453,Allegheny,BRENTWOOD BOROUGH SD,5,7.2,78.4,14.4,0
2008,103021453,Allegheny,BRENTWOOD BOROUGH SD,8,2,94.9,3.1,0
2008,103021453,Allegheny,BRENTWOOD BOROUGH SD,11,18.2,73.6,8.3,0
2008,103021603,Allegheny,CARLYNTON SD,5,2,55.9,42.2,0
2008,103021603,Allegheny,CARLYNTON SD,8,0,78.4,19.8,1.7
2008,103021603,Allegheny,CARLYNTON SD,11,18.6,77.9,3.5,0
2008,103021752,Allegheny,CHARTIERS VALLEY SD,5,1.3,60,38.3,0.4
2008,103021752,Allegheny,CHARTIERS VALLEY SD,8,10.4,78.4,10.4,0.8
2008,103021752,Allegheny,CHARTIERS VALLEY SD,11,18.2,78.8,3,0
2008,103021903,Allegheny,CLAIRTON CITY SD,5,0,5.8,86.5,7.7
2008,103021903,Allegheny,CLAIRTON CITY SD,8,0,29.7,62.5,7.8
2008,103021903,Allegheny,CLAIRTON CITY SD,11,1.6,65.1,33.3,0
2008,103022103,Allegheny,CORNELL SD,5,2.3,86,11.6,0
2008,103022103,Allegheny,CORNELL SD,8,1.9,68.5,29.6,0
2008,103022103,Allegheny,CORNELL SD,11,7.8,72.5,19.6,0
2008,103022253,Allegheny,DEER LAKES SD,5,3.1,73.4,22.7,0.8
2008,103022253,Allegheny,DEER LAKES SD,8,2.1,85.8,11.3,0.7
2008,103022253,Allegheny,DEER LAKES SD,11,18.7,76.7,4.7,0
2008,103022503,Allegheny,DUQUESNE CITY SD,5,0,14.7,79.4,5.9
2008,103022503,Allegheny,DUQUESNE CITY SD,8,0,25.6,62.8,11.6
2008,103022503,Allegheny,DUQUESNE CITY SD,11,4.5,65.9,27.3,2.3
2008,103022803,Allegheny,EAST ALLEGHENY SD,5,0,11.7,87.5,0.8
2008,103022803,Allegheny,EAST ALLEGHENY SD,8,0,74.2,22.6,3.2
2008,103022803,Allegheny,EAST ALLEGHENY SD,11,7.9,78.7,10.2,3.1
2008,103023153,Allegheny,ELIZABETH FORWARD SD,5,0,67.9,32.1,0
2008,103023153,Allegheny,ELIZABETH FORWARD SD,8,1.3,82.6,15.3,0.8
2008,103023153,Allegheny,ELIZABETH FORWARD SD,11,5.3,84.9,9.8,0
2008,103023912,Allegheny,FOX CHAPEL AREA SD,5,18.3,60.9,20.2,0.6
2008,103023912,Allegheny,FOX CHAPEL AREA SD,8,4.4,79.5,15.1,1.1
2008,103023912,Allegheny,FOX CHAPEL AREA SD,11,27,65.9,7.2,0
2008,103024102,Allegheny,GATEWAY SD,5,1.1,34.3,61.9,2.6
2008,103024102,Allegheny,GATEWAY SD,8,1.2,71.4,26,1.4
2008,103024102,Allegheny,GATEWAY SD,11,15.6,78.1,5.7,0.5
2008,103024603,Allegheny,HAMPTON TOWNSHIP SD,5,20,68.6,11.4,0
2008,103024603,Allegheny,HAMPTON TOWNSHIP SD,8,0.8,83,15,1.2
2008,103024603,Allegheny,HAMPTON TOWNSHIP SD,11,59.1,39.3,1.7,0
2008,103024753,Allegheny,HIGHLANDS SD,5,2.6,59.9,37,0.5
2008,103024753,Allegheny,HIGHLANDS SD,8,2.7,75.5,20,1.8
2008,103024753,Allegheny,HIGHLANDS SD,11,19.3,70.7,9.9,0
2008,103025002,Allegheny,KEYSTONE OAKS SD,5,5.2,72.3,22,0.6
2008,103025002,Allegheny,KEYSTONE OAKS SD,8,1.3,75.8,21.5,1.3
2008,103025002,Allegheny,KEYSTONE OAKS SD,11,12.3,75.9,10.3,1.5
2008,103026002,Allegheny,MCKEESPORT AREA SD,5,2.7,42.6,50.8,3.9
2008,103026002,Allegheny,MCKEESPORT AREA SD,8,0,30.6,59,10.4
2008,103026002,Allegheny,MCKEESPORT AREA SD,11,2.3,70,23.1,4.6
2008,103026303,Allegheny,MONTOUR SD,5,7.6,72.2,19.4,0.8
2008,103026303,Allegheny,MONTOUR SD,8,5.4,80.2,12.8,1.6
2008,103026303,Allegheny,MONTOUR SD,11,16.7,76.5,6.8,0
2008,103026343,Allegheny,MOON AREA SD,5,4.8,64.1,30.4,0.7
2008,103026343,Allegheny,MOON AREA SD,8,3.1,84.7,11.9,0.3
2008,103026343,Allegheny,MOON AREA SD,11,15.7,81.3,2.3,0.7
2008,103026402,Allegheny,MT LEBANON SD,5,19.1,72.9,8,0
2008,103026402,Allegheny,MT LEBANON SD,8,6.8,85.3,7.6,0.2
2008,103026402,Allegheny,MT LEBANON SD,11,40,57.8,1.3,0.9
2008,103026852,Allegheny,NORTH ALLEGHENY SD,5,22.9,68.6,8.5,0
2008,103026852,Allegheny,NORTH ALLEGHENY SD,8,5.9,86.4,7.2,0.5
2008,103026852,Allegheny,NORTH ALLEGHENY SD,11,29.8,69.2,0.9,0.1
2008,103026902,Allegheny,NORTH HILLS SD,5,8.9,74.3,16.8,0
2008,103026902,Allegheny,NORTH HILLS SD,8,0.9,62.9,33.3,2.9
2008,103026902,Allegheny,NORTH HILLS SD,11,21.8,76.2,2.1,0
2008,103026873,Allegheny,NORTHGATE SD,5,4.8,77.4,17.9,0
2008,103026873,Allegheny,NORTHGATE SD,8,0,80.6,18.3,1.1
2008,103026873,Allegheny,NORTHGATE SD,11,15.6,78.9,4.6,0.9
2008,103027352,Allegheny,PENN HILLS SD,5,2.3,49.7,47.7,0.3
2008,103027352,Allegheny,PENN HILLS SD,8,0.2,45.5,47.9,6.3
2008,103027352,Allegheny,PENN HILLS SD,11,3.5,69.6,24.2,2.7
2008,103021003,Allegheny,PINE-RICHLAND SD,5,4.1,66.3,29,0.6
2008,103021003,Allegheny,PINE-RICHLAND SD,8,2.3,88.3,8.6,0.9
2008,103021003,Allegheny,PINE-RICHLAND SD,11,20.3,72.8,6.9,0
2008,102027451,Allegheny,PITTSBURGH SD,5,1,33.1,63.9,2
2008,102027451,Allegheny,PITTSBURGH SD,8,1.1,54.2,39.3,5.4
2008,102027451,Allegheny,PITTSBURGH SD,11,6.9,69.6,21,2.5
2008,103027503,Allegheny,PLUM BOROUGH SD,5,6,61.7,32.3,0
2008,103027503,Allegheny,PLUM BOROUGH SD,8,3.1,82.2,14,0.6
2008,103027503,Allegheny,PLUM BOROUGH SD,11,18.7,72.5,8.8,0
2008,103027753,Allegheny,QUAKER VALLEY SD,5,17.3,58.7,24,0
2008,103027753,Allegheny,QUAKER VALLEY SD,8,3.1,78.8,18.1,0
2008,103027753,Allegheny,QUAKER VALLEY SD,11,33.1,63,3.9,0
2008,103028203,Allegheny,RIVERVIEW SD,5,8,64.8,27.3,0
2008,103028203,Allegheny,RIVERVIEW SD,8,4.9,77.5,15.7,2
2008,103028203,Allegheny,RIVERVIEW SD,11,10.1,76.4,12.4,1.1
2008,103028302,Allegheny,SHALER AREA SD,5,2.8,51.6,45.3,0.3
2008,103028302,Allegheny,SHALER AREA SD,8,1.8,67.5,29.9,0.9
2008,103028302,Allegheny,SHALER AREA SD,11,16.7,73.9,8.9,0.5
2008,103028653,Allegheny,SOUTH ALLEGHENY SD,5,7.5,64.2,28.3,0
2008,103028653,Allegheny,SOUTH ALLEGHENY SD,8,0.7,73.8,21.3,4.3
2008,103028653,Allegheny,SOUTH ALLEGHENY SD,11,15.2,77.3,7.6,0
2008,103028703,Allegheny,SOUTH FAYETTE TOWNSHIP SD,5,11.9,71.1,15.7,1.3
2008,103028703,Allegheny,SOUTH FAYETTE TOWNSHIP SD,8,5.6,90.1,4.2,0
2008,103028703,Allegheny,SOUTH FAYETTE TOWNSHIP SD,11,28.7,67.7,3,0.6
2008,103028753,Allegheny,SOUTH PARK SD,5,10.2,63.1,25.5,1.3
2008,103028753,Allegheny,SOUTH PARK SD,8,4.3,82.4,11.8,1.6
2008,103028753,Allegheny,SOUTH PARK SD,11,11.1,76.6,11.1,1.2
2008,103028833,Allegheny,STEEL VALLEY SD,5,4.4,32.6,60,3
2008,103028833,Allegheny,STEEL VALLEY SD,8,1.3,69.1,27.5,2
2008,103028833,Allegheny,STEEL VALLEY SD,11,5.7,79.6,13.4,1.3
2008,103028853,Allegheny,STO-ROX SD,5,0,35.1,61.7,3.2
2008,103028853,Allegheny,STO-ROX SD,8,0,33.7,61.5,4.8
2008,103028853,Allegheny,STO-ROX SD,11,4.6,74.3,19.3,1.8
2008,103029203,Allegheny,UPPER SAINT CLAIR SD,5,12.1,65.7,21.2,1
2008,103029203,Allegheny,UPPER SAINT CLAIR SD,8,13.1,83.3,3.6,0
2008,103029203,Allegheny,UPPER SAINT CLAIR SD,11,54,43.9,2.1,0
2008,103029403,Allegheny,WEST ALLEGHENY SD,5,6.4,78.3,14.9,0.4
2008,103029403,Allegheny,WEST ALLEGHENY SD,8,6,79.7,13.5,0.8
2008,103029403,Allegheny,WEST ALLEGHENY SD,11,29.8,67.5,2.6,0
2008,103029553,Allegheny,WEST JEFFERSON HILLS SD,5,6.6,69.2,24.2,0
2008,103029553,Allegheny,WEST JEFFERSON HILLS SD,8,3.2,89.4,6.4,0.9
2008,103029553,Allegheny,WEST JEFFERSON HILLS SD,11,14.8,78,5.2,2
2008,103029603,Allegheny,WEST MIFFLIN AREA SD,5,0,34.3,63.8,1.9
2008,103029603,Allegheny,WEST MIFFLIN AREA SD,8,1.3,75.1,21.9,1.7
2008,103029603,Allegheny,WEST MIFFLIN AREA SD,11,11.2,71.4,16.3,1.1
2008,103029803,Allegheny,WILKINSBURG BOROUGH SD,5,0,32.9,64.7,2.4
2008,103029803,Allegheny,WILKINSBURG BOROUGH SD,8,0,19.6,65.2,15.2
2008,103029803,Allegheny,WILKINSBURG BOROUGH SD,11,0,56,32,12
2008,103029902,Allegheny,WOODLAND HILLS SD,5,0.7,30.5,65.6,3.3
2008,103029902,Allegheny,WOODLAND HILLS SD,8,0.3,49.6,43,7.2
2008,103029902,Allegheny,WOODLAND HILLS SD,11,6.3,69,19.9,4.7
2008,128030603,Armstrong,APOLLO-RIDGE SD,5,0,53.7,46.3,0
2008,128030603,Armstrong,APOLLO-RIDGE SD,8,1.7,72.5,25.8,0
2008,128030603,Armstrong,APOLLO-RIDGE SD,11,2.4,85.5,12,0
2008,128030852,Armstrong,ARMSTRONG SD,5,0.7,33.8,63.8,1.8
2008,128030852,Armstrong,ARMSTRONG SD,8,0.6,49.7,46.5,3.2
2008,128030852,Armstrong,ARMSTRONG SD,11,7.1,71.8,17.2,4
2008,128033053,Armstrong,FREEPORT AREA SD,5,0.7,60.4,37.5,1.4
2008,128033053,Armstrong,FREEPORT AREA SD,8,3.7,89,6.7,0.6
2008,128033053,Armstrong,FREEPORT AREA SD,11,6.5,85.1,8.4,0
2008,128034503,Armstrong,LEECHBURG AREA SD,5,0,33.8,61.5,4.6
2008,128034503,Armstrong,LEECHBURG AREA SD,8,0,39.1,56.5,4.3
2008,128034503,Armstrong,LEECHBURG AREA SD,11,2.4,87.8,9.8,0
2008,127040503,Beaver,ALIQUIPPA SD,5,0,14.5,81.6,3.9
2008,127040503,Beaver,ALIQUIPPA SD,8,0,33,62.6,4.4
2008,127040503,Beaver,ALIQUIPPA SD,11,3.6,80.4,12.5,3.6
2008,127040703,Beaver,AMBRIDGE AREA SD,5,2,61,36.5,0.5
2008,127040703,Beaver,AMBRIDGE AREA SD,8,0,49.1,45,6
2008,127040703,Beaver,AMBRIDGE AREA SD,11,2.2,75.7,20.4,1.7
2008,127041203,Beaver,BEAVER AREA SD,5,7.2,65.9,26.8,0
2008,127041203,Beaver,BEAVER AREA SD,8,0.6,67.7,31.1,0.6
2008,127041203,Beaver,BEAVER AREA SD,11,22,75,3,0
2008,127041503,Beaver,BIG BEAVER FALLS AREA SD,5,4.2,81.3,14.6,0
2008,127041503,Beaver,BIG BEAVER FALLS AREA SD,8,1.3,62.5,34.2,2
2008,127041503,Beaver,BIG BEAVER FALLS AREA SD,11,4.7,89.8,5.5,0
2008,127041603,Beaver,BLACKHAWK SD,5,4,67.8,27.1,1.1
2008,127041603,Beaver,BLACKHAWK SD,8,1,74.1,23.9,1
2008,127041603,Beaver,BLACKHAWK SD,11,11,71.9,15.8,1.3
2008,127041903,Beaver,CENTER AREA SD,5,0,59.1,40.9,0
2008,127041903,Beaver,CENTER AREA SD,8,0.7,66.7,29.2,3.5
2008,127041903,Beaver,CENTER AREA SD,11,9.9,79.1,9.9,1.2
2008,127042853,Beaver,FREEDOM AREA SD,5,5.7,56.9,36.6,0.8
2008,127042853,Beaver,FREEDOM AREA SD,8,7.9,80.2,11.9,0
2008,127042853,Beaver,FREEDOM AREA SD,11,12.5,82.8,4.7,0
2008,127044103,Beaver,HOPEWELL AREA SD,5,1.7,66.3,32,0
2008,127044103,Beaver,HOPEWELL AREA SD,8,0,71.3,28.2,0.5
2008,127044103,Beaver,HOPEWELL AREA SD,11,17.2,76.2,6.3,0.4
2008,127045303,Beaver,MIDLAND BOROUGH SD,5,0,62.1,37.9,0
2008,127045303,Beaver,MIDLAND BOROUGH SD,8,0,83.3,12.5,4.2
2008,127045453,Beaver,MONACA SD,5,7.1,64.3,28.6,0
2008,127045453,Beaver,MONACA SD,8,0,83.3,15,1.7
2008,127045453,Beaver,MONACA SD,11,9,86.6,4.5,0
2008,127045653,Beaver,NEW BRIGHTON AREA SD,5,5.6,59.2,35.2,0
2008,127045653,Beaver,NEW BRIGHTON AREA SD,8,1.5,82.4,14,2.2
2008,127045653,Beaver,NEW BRIGHTON AREA SD,11,8.3,76.5,12.9,2.3
2008,127045853,Beaver,RIVERSIDE BEAVER COUNTY SD,5,5.4,87.5,7.1,0
2008,127045853,Beaver,RIVERSIDE BEAVER COUNTY SD,8,7.5,72.2,19.5,0.8
2008,127045853,Beaver,RIVERSIDE BEAVER COUNTY SD,11,12.2,80.3,6.1,1.4
2008,127046903,Beaver,ROCHESTER AREA SD,5,2.9,48.6,47.1,1.4
2008,127046903,Beaver,ROCHESTER AREA SD,8,1.2,64.6,30.5,3.7
2008,127046903,Beaver,ROCHESTER AREA SD,11,2.4,78,14.6,4.9
2008,127047404,Beaver,SOUTH SIDE AREA SD,5,10.5,75.6,14,0
2008,127047404,Beaver,SOUTH SIDE AREA SD,8,1.9,69.8,27.4,0.9
2008,127047404,Beaver,SOUTH SIDE AREA SD,11,4.8,88.6,6.7,0
2008,127049303,Beaver,WESTERN BEAVER COUNTY SD,5,4,72,24,0
2008,127049303,Beaver,WESTERN BEAVER COUNTY SD,8,0,48.4,43.5,8.1
2008,127049303,Beaver,WESTERN BEAVER COUNTY SD,11,9.1,81.8,7.3,1.8
2008,108051003,Bedford,BEDFORD AREA SD,5,1.3,57,40.5,1.3
2008,108051003,Bedford,BEDFORD AREA SD,8,1.2,73.4,21.9,3.6
2008,108051003,Bedford,BEDFORD AREA SD,11,3.9,77.1,17.9,1.1
2008,108051503,Bedford,CHESTNUT RIDGE SD,5,5.2,63,31.9,0
2008,108051503,Bedford,CHESTNUT RIDGE SD,8,2.6,76.5,18.3,2.6
2008,108051503,Bedford,CHESTNUT RIDGE SD,11,13.6,78.8,6.8,0.8
2008,108053003,Bedford,EVERETT AREA SD,5,2.3,46.5,50,1.2
2008,108053003,Bedford,EVERETT AREA SD,8,0.9,62.3,35.1,1.8
2008,108053003,Bedford,EVERETT AREA SD,11,2.6,69.3,28.1,0
2008,108056004,Bedford,NORTHERN BEDFORD COUNTY SD,5,1.1,47.3,51.6,0
2008,108056004,Bedford,NORTHERN BEDFORD COUNTY SD,8,1.1,56,42.9,0
2008,108056004,Bedford,NORTHERN BEDFORD COUNTY SD,11,5.1,84.7,9.2,1
2008,108058003,Bedford,TUSSEY MOUNTAIN SD,5,1.2,49.4,49.4,0
2008,108058003,Bedford,TUSSEY MOUNTAIN SD,8,0,64,33.7,2.3
2008,108058003,Bedford,TUSSEY MOUNTAIN SD,11,0,75.7,24.3,0
2008,114060503,Berks,ANTIETAM SD,5,0,30.4,68.4,1.3
2008,114060503,Berks,ANTIETAM SD,8,0,42.1,51.3,6.6
2008,114060503,Berks,ANTIETAM SD,11,0,59.7,39,1.3
2008,114060753,Berks,BOYERTOWN AREA SD,5,3.3,66.3,29.5,0.8
2008,114060753,Berks,BOYERTOWN AREA SD,8,0.9,80.9,17.3,0.9
2008,114060753,Berks,BOYERTOWN AREA SD,11,11.2,78.7,9.7,0.4
2008,114060853,Berks,BRANDYWINE HEIGHTS AREA SD,5,0.8,46.5,52,0.8
2008,114060853,Berks,BRANDYWINE HEIGHTS AREA SD,8,0,80.7,16.7,2.7
2008,114060853,Berks,BRANDYWINE HEIGHTS AREA SD,11,23.9,69.3,6.7,0
2008,114061103,Berks,CONRAD WEISER AREA SD,5,1.4,29.5,67.1,1.9
2008,114061103,Berks,CONRAD WEISER AREA SD,8,0.8,49.8,45.1,4.2
2008,114061103,Berks,CONRAD WEISER AREA SD,11,14.1,69,13.7,3.1
2008,114061503,Berks,DANIEL BOONE AREA SD,5,2.2,56.6,40.9,0.4
2008,114061503,Berks,DANIEL BOONE AREA SD,8,1,69.2,29.5,0.3
2008,114061503,Berks,DANIEL BOONE AREA SD,11,7.5,75.4,16.1,1.1
2008,114062003,Berks,EXETER TOWNSHIP SD,5,3.3,61.4,34.6,0.6
2008,114062003,Berks,EXETER TOWNSHIP SD,8,1.9,79.1,18.7,0.3
2008,114062003,Berks,EXETER TOWNSHIP SD,11,19,72.3,8.3,0.3
2008,114062503,Berks,FLEETWOOD AREA SD,5,4.8,74.2,21,0
2008,114062503,Berks,FLEETWOOD AREA SD,8,0.9,84.3,13.9,0.9
2008,114062503,Berks,FLEETWOOD AREA SD,11,13,79.8,7.3,0
2008,114063003,Berks,GOVERNOR MIFFLIN SD,5,1.1,63.5,35.5,0
2008,114063003,Berks,GOVERNOR MIFFLIN SD,8,2.2,77.8,19.4,0.6
2008,114063003,Berks,GOVERNOR MIFFLIN SD,11,7.3,79.7,13,0
2008,114063503,Berks,HAMBURG AREA SD,5,1.1,56.9,41.4,0.6
2008,114063503,Berks,HAMBURG AREA SD,8,3.4,79.1,16.5,1
2008,114063503,Berks,HAMBURG AREA SD,11,10.4,77.3,10.4,1.8
2008,114064003,Berks,KUTZTOWN AREA SD,5,3.5,67.5,28.9,0
2008,114064003,Berks,KUTZTOWN AREA SD,8,0.9,78,21.1,0
2008,114064003,Berks,KUTZTOWN AREA SD,11,5.5,74,18.5,2.1
2008,114065503,Berks,MUHLENBERG SD,5,1.8,38.1,58.8,1.3
2008,114065503,Berks,MUHLENBERG SD,8,0.3,67.8,29.1,2.7
2008,114065503,Berks,MUHLENBERG SD,11,18,73.3,7.9,0.8
2008,114066503,Berks,OLEY VALLEY SD,5,3.1,49.4,47.5,0
2008,114066503,Berks,OLEY VALLEY SD,8,0,83.8,15.6,0.6
2008,114066503,Berks,OLEY VALLEY SD,11,2.8,84.7,12.5,0
2008,114067002,Berks,READING SD,5,0.5,24.3,71.9,3.3
2008,114067002,Berks,READING SD,8,0,28,63.2,8.8
2008,114067002,Berks,READING SD,11,1.7,67,28.5,2.7
2008,114067503,Berks,SCHUYLKILL VALLEY SD,5,2.9,54.3,41.4,1.4
2008,114067503,Berks,SCHUYLKILL VALLEY SD,8,0.7,84.2,15.1,0
2008,114067503,Berks,SCHUYLKILL VALLEY SD,11,20.5,72.3,7.2,0
2008,114068003,Berks,TULPEHOCKEN AREA SD,5,1.9,41.9,54.3,1.9
2008,114068003,Berks,TULPEHOCKEN AREA SD,8,0,76.4,22.9,0.7
2008,114068003,Berks,TULPEHOCKEN AREA SD,11,4.6,77.5,17.2,0.7
2008,114068103,Berks,TWIN VALLEY SD,5,1.4,60.5,38.2,0
2008,114068103,Berks,TWIN VALLEY SD,8,2,79.1,18.6,0.4
2008,114068103,Berks,TWIN VALLEY SD,11,9.7,79.5,10.4,0.3
2008,114069103,Berks,WILSON SD,5,7,65,27.5,0.5
2008,114069103,Berks,WILSON SD,8,1.7,83.1,15,0.2
2008,114069103,Berks,WILSON SD,11,13.3,81,5.7,0
2008,114069353,Berks,WYOMISSING AREA SD,5,3.5,61.3,35.2,0
2008,114069353,Berks,WYOMISSING AREA SD,8,11,78.8,9.6,0.7
2008,114069353,Berks,WYOMISSING AREA SD,11,28.5,64.6,6.9,0
2008,108070502,Blair,ALTOONA AREA SD,5,4.7,56.3,38.1,0.9
2008,108070502,Blair,ALTOONA AREA SD,8,2.6,70.1,26.8,0.5
2008,108070502,Blair,ALTOONA AREA SD,11,29.4,66.6,3.6,0.4
2008,108071003,Blair,BELLWOOD-ANTIS SD,5,9.3,66.9,22.9,0.8
2008,108071003,Blair,BELLWOOD-ANTIS SD,8,14.5,79.1,5.5,0.9
2008,108071003,Blair,BELLWOOD-ANTIS SD,11,6.7,86.5,6.7,0
2008,108071504,Blair,CLAYSBURG-KIMMEL SD,5,0,50,46.9,3.1
2008,108071504,Blair,CLAYSBURG-KIMMEL SD,8,0,68,29.3,2.7
2008,108071504,Blair,CLAYSBURG-KIMMEL SD,11,2.9,91.4,5.7,0
2008,108073503,Blair,HOLLIDAYSBURG AREA SD,5,9,56.1,33.2,1.8
2008,108073503,Blair,HOLLIDAYSBURG AREA SD,8,1.9,63.8,30,4.3
2008,108073503,Blair,HOLLIDAYSBURG AREA SD,11,15.9,75.6,7.3,1.3
2008,108077503,Blair,SPRING COVE SD,5,0.8,60.8,37.7,0.8
2008,108077503,Blair,SPRING COVE SD,8,0.7,86.2,12.3,0.7
2008,108077503,Blair,SPRING COVE SD,11,10.8,82.2,7,0
2008,108078003,Blair,TYRONE AREA SD,5,1.7,70.7,26.7,0.9
2008,108078003,Blair,TYRONE AREA SD,8,5.7,80.5,12.6,1.3
2008,108078003,Blair,TYRONE AREA SD,11,52.2,46.9,0.9,0
2008,108079004,Blair,WILLIAMSBURG COMMUNITY SD,5,0,43.5,56.5,0
2008,108079004,Blair,WILLIAMSBURG COMMUNITY SD,8,0,50,45.2,4.8
2008,108079004,Blair,WILLIAMSBURG COMMUNITY SD,11,2.5,87.5,10,0
2008,117080503,Bradford,ATHENS AREA SD,5,1.9,44.1,51.6,2.5
2008,117080503,Bradford,ATHENS AREA SD,8,3.1,75.2,20.5,1.2
2008,117080503,Bradford,ATHENS AREA SD,11,2.2,81.5,16.3,0
2008,117081003,Bradford,CANTON AREA SD,5,0,50.7,49.3,0
2008,117081003,Bradford,CANTON AREA SD,8,0,47,51.5,1.5
2008,117081003,Bradford,CANTON AREA SD,11,6.3,82.1,10.5,1.1
2008,117083004,Bradford,NORTHEAST BRADFORD SD,5,1.4,37.8,59.5,1.4
2008,117083004,Bradford,NORTHEAST BRADFORD SD,8,1.6,73.8,23,1.6
2008,117083004,Bradford,NORTHEAST BRADFORD SD,11,4.5,75.8,18.2,1.5
2008,117086003,Bradford,SAYRE AREA SD,5,11.8,65.8,21.1,1.3
2008,117086003,Bradford,SAYRE AREA SD,8,1.1,72.7,25,1.1
2008,117086003,Bradford,SAYRE AREA SD,11,5.7,85.1,8,1.1
2008,117086503,Bradford,TOWANDA AREA SD,5,0,26.9,71.8,1.3
2008,117086503,Bradford,TOWANDA AREA SD,8,1.4,72.4,25.5,0.7
2008,117086503,Bradford,TOWANDA AREA SD,11,6.2,77.7,16.2,0
2008,117086653,Bradford,TROY AREA SD,5,0.8,65.8,31.7,1.7
2008,117086653,Bradford,TROY AREA SD,8,1.5,76.7,19.5,2.3
2008,117086653,Bradford,TROY AREA SD,11,5.3,83.3,10.6,0.8
2008,117089003,Bradford,WYALUSING AREA SD,5,4.4,47.4,47.4,0.9
2008,117089003,Bradford,WYALUSING AREA SD,8,1,73,25,1
2008,117089003,Bradford,WYALUSING AREA SD,11,6.7,72.4,20,1
2008,122091002,Bucks,BENSALEM TOWNSHIP SD,5,3.3,46.9,49.6,0.2
2008,122091002,Bucks,BENSALEM TOWNSHIP SD,8,0.8,75.8,22.3,1.1
2008,122091002,Bucks,BENSALEM TOWNSHIP SD,11,11.7,74.2,12.3,1.9
2008,122091303,Bucks,BRISTOL BOROUGH SD,5,1.1,62.6,36.3,0
2008,122091303,Bucks,BRISTOL BOROUGH SD,8,0,67,31,2
2008,122091303,Bucks,BRISTOL BOROUGH SD,11,5,78.2,15.8,1
2008,122091352,Bucks,BRISTOL TOWNSHIP SD,5,1,39,59.1,0.8
2008,122091352,Bucks,BRISTOL TOWNSHIP SD,8,0,53.2,44.9,1.9
2008,122091352,Bucks,BRISTOL TOWNSHIP SD,11,5,73.1,21.4,0.5
2008,122092002,Bucks,CENTENNIAL SD,5,4.6,60.3,34.9,0.2
2008,122092002,Bucks,CENTENNIAL SD,8,0.4,76.6,22.5,0.4
2008,122092002,Bucks,CENTENNIAL SD,11,12.2,79.6,7.4,0.8
2008,122092102,Bucks,CENTRAL BUCKS SD,5,23,64.6,12.1,0.3
2008,122092102,Bucks,CENTRAL BUCKS SD,8,14.7,80.7,4.3,0.2
2008,122092102,Bucks,CENTRAL BUCKS SD,11,37.9,59.8,2.3,0
2008,122092353,Bucks,COUNCIL ROCK SD,5,13.3,65.2,21.3,0.2
2008,122092353,Bucks,COUNCIL ROCK SD,8,5.4,82.7,11.5,0.3
2008,122092353,Bucks,COUNCIL ROCK SD,11,31.7,63.3,4.7,0.3
2008,122097203,Bucks,MORRISVILLE BOROUGH SD,5,0,63.2,36.8,0
2008,122097203,Bucks,MORRISVILLE BOROUGH SD,8,0,53.2,37.7,9.1
2008,122097203,Bucks,MORRISVILLE BOROUGH SD,11,8.2,90.2,1.6,0
2008,122097502,Bucks,NESHAMINY SD,5,6.4,59.2,33.3,1
2008,122097502,Bucks,NESHAMINY SD,8,1.1,73.8,22.7,2.4
2008,122097502,Bucks,NESHAMINY SD,11,14,74.2,11,0.8
2008,122097604,Bucks,NEW HOPE-SOLEBURY SD,5,3.5,83.2,13.3,0
2008,122097604,Bucks,NEW HOPE-SOLEBURY SD,8,11,82.2,6.8,0
2008,122097604,Bucks,NEW HOPE-SOLEBURY SD,11,33.3,60.5,6.1,0
2008,122098003,Bucks,PALISADES SD,5,6,68.5,25.5,0
2008,122098003,Bucks,PALISADES SD,8,1.1,85.1,13.8,0
2008,122098003,Bucks,PALISADES SD,11,29.9,68,2.1,0
2008,122098103,Bucks,PENNRIDGE SD,5,9.3,60.6,29.7,0.4
2008,122098103,Bucks,PENNRIDGE SD,8,3.2,74.5,20.7,1.6
2008,122098103,Bucks,PENNRIDGE SD,11,12.6,73.9,12.4,1.1
2008,122098202,Bucks,PENNSBURY SD,5,9.6,68.2,21.8,0.4
2008,122098202,Bucks,PENNSBURY SD,8,2.9,76.3,20,0.7
2008,122098202,Bucks,PENNSBURY SD,11,13.3,73.8,12,0.9
2008,122098403,Bucks,QUAKERTOWN COMMUNITY SD,5,12.2,66.1,21.4,0.3
2008,122098403,Bucks,QUAKERTOWN COMMUNITY SD,8,3,81,15.5,0.5
2008,122098403,Bucks,QUAKERTOWN COMMUNITY SD,11,18,76.5,5.2,0.2
2008,104101252,Butler,BUTLER AREA SD,5,2.6,55.7,41.3,0.4
2008,104101252,Butler,BUTLER AREA SD,8,3.4,73.9,21.1,1.5
2008,104101252,Butler,BUTLER AREA SD,11,14.8,76,8.6,0.7
2008,104103603,Butler,KARNS CITY AREA SD,5,0,59.7,40.3,0
2008,104103603,Butler,KARNS CITY AREA SD,8,0.7,84.8,13.2,1.3
2008,104103603,Butler,KARNS CITY AREA SD,11,14.5,78.6,6.1,0.8
2008,104105003,Butler,MARS AREA SD,5,0.9,37.5,61.6,0
2008,104105003,Butler,MARS AREA SD,8,1.9,76.7,18.4,2.9
