"The 2011 PSSA Mathematics and Reading District Level Proficiency Results*",,,,,,,,,,,,,,,
"*Full Academic Year Students; No PASA/PSSA-M Scores. Data for groups with 10 or fewer students were replaced by blanks. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"AUN","County","IU #","District","Grade","Group","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",8,"ELL",5,,,,,5,,,,
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",8,"Economically Disadvantaged",38,31.6,31.6,18.4,18.4,39,35.9,33.3,17.9,12.8
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"All Students",140,19.3,34.3,19.3,27.1,140,25.7,36.4,20.7,17.1
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"Male",73,20.5,34.2,17.8,27.4,73,23.3,38.4,19.2,19.2
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"Female",67,17.9,34.3,20.9,26.9,67,28.4,34.3,22.4,14.9
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"White",131,19.1,35.1,19.8,26.0,131,26.7,35.9,20.6,16.8
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"Black",0,,,,,0,,,,
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"Hispanic",8,,,,,8,,,,
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"Asian",1,,,,,1,,,,
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"Native American",0,,,,,0,,,,
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"Multi-Ethnic",0,,,,,0,,,,
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"IEP",10,,,,,10,,,,
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"ELL",1,,,,,1,,,,
112011103,"Adams",12,"BERMUDIAN SPRINGS SD",11,"Economically Disadvantaged",23,4.3,26.1,13.0,56.5,23,4.3,39.1,30.4,26.1
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"All Students",284,39.1,40.1,13.4,7.4,284,16.2,52.1,15.5,16.2
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"Male",146,37.0,42.5,15.1,5.5,146,13.0,50.7,15.8,20.5
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"Female",138,41.3,37.7,11.6,9.4,138,19.6,53.6,15.2,11.6
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"White",230,43.5,39.6,10.0,7.0,230,19.1,53.5,12.6,14.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"Black",4,,,,,4,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"Hispanic",44,18.2,38.6,31.8,11.4,44,0.0,38.6,34.1,27.3
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"Asian",3,,,,,3,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"Native American",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"Multi-Ethnic",3,,,,,3,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"IEP",39,12.8,30.8,20.5,35.9,39,0.0,17.9,20.5,61.5
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"ELL",5,,,,,5,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",3,"Economically Disadvantaged",133,24.8,43.6,20.3,11.3,133,13.5,45.1,16.5,24.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"All Students",278,55.0,30.2,9.0,5.8,271,25.8,51.3,14.0,8.9
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"Male",143,58.0,30.8,7.0,4.2,137,27.0,46.7,17.5,8.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"Female",135,51.9,29.6,11.1,7.4,134,24.6,56.0,10.4,9.0
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"White",234,56.0,31.2,8.1,4.7,228,25.4,53.9,14.0,6.6
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"Black",6,,,,,6,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"Hispanic",36,47.2,27.8,13.9,11.1,35,22.9,42.9,14.3,20.0
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"Asian",2,,,,,2,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"Native American",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"Multi-Ethnic",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"IEP",23,26.1,39.1,21.7,13.0,17,11.8,17.6,47.1,23.5
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"ELL",7,,,,,7,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",4,"Economically Disadvantaged",109,40.4,34.9,15.6,9.2,105,21.0,42.9,20.0,16.2
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"All Students",290,37.2,36.2,17.2,9.3,284,14.1,47.9,23.9,14.1
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"Male",146,38.4,30.8,21.2,9.6,142,10.6,43.0,27.5,19.0
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"Female",144,36.1,41.7,13.2,9.0,142,17.6,52.8,20.4,9.2
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"White",244,41.0,35.7,15.2,8.2,239,15.1,50.6,23.8,10.5
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"Black",9,,,,,9,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"Hispanic",34,11.8,35.3,35.3,17.6,33,3.0,33.3,21.2,42.4
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"Asian",3,,,,,3,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"Native American",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"Multi-Ethnic",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"IEP",24,16.7,37.5,16.7,29.2,18,0.0,11.1,22.2,66.7
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"ELL",5,,,,,5,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",5,"Economically Disadvantaged",111,25.2,37.8,21.6,15.3,109,8.3,44.0,27.5,20.2
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"All Students",278,63.7,25.9,7.6,2.9,271,38.7,33.2,21.8,6.3
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"Male",141,57.4,33.3,6.4,2.8,141,31.2,34.0,26.2,8.5
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"Female",137,70.1,18.2,8.8,2.9,130,46.9,32.3,16.9,3.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"White",230,65.2,26.5,6.1,2.2,224,42.4,31.7,22.8,3.1
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"Black",8,,,,,8,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"Hispanic",38,55.3,23.7,13.2,7.9,37,24.3,35.1,16.2,24.3
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"Asian",1,,,,,1,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"Native American",1,,,,,1,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"Multi-Ethnic",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"IEP",20,45.0,40.0,10.0,5.0,13,30.8,38.5,23.1,7.7
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"ELL",8,,,,,8,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",6,"Economically Disadvantaged",105,52.4,31.4,10.5,5.7,102,25.5,39.2,23.5,11.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"All Students",290,65.2,20.3,10.7,3.8,283,42.8,35.7,17.0,4.6
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"Male",144,65.3,18.8,12.5,3.5,140,37.1,32.1,24.3,6.4
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"Female",146,65.1,21.9,8.9,4.1,143,48.3,39.2,9.8,2.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"White",245,67.8,18.8,11.4,2.0,240,44.2,34.6,17.5,3.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"Black",11,63.6,18.2,9.1,9.1,11,45.5,36.4,18.2,0.0
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"Hispanic",32,46.9,34.4,6.3,12.5,30,30.0,46.7,13.3,10.0
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"Asian",2,,,,,2,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"Native American",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"Multi-Ethnic",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"IEP",31,19.4,19.4,48.4,12.9,24,0.0,33.3,45.8,20.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"ELL",4,,,,,4,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",7,"Economically Disadvantaged",94,52.1,28.7,13.8,5.3,91,36.3,36.3,20.9,6.6
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"All Students",280,62.9,25.0,8.6,3.6,278,48.6,35.3,10.1,6.1
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"Male",135,57.8,26.7,10.4,5.2,132,34.1,43.9,12.9,9.1
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"Female",145,67.6,23.4,6.9,2.1,146,61.6,27.4,7.5,3.4
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"White",249,63.1,25.7,9.2,2.0,247,49.4,35.6,8.9,6.1
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"Black",4,,,,,4,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"Hispanic",25,64.0,20.0,4.0,12.0,25,40.0,36.0,24.0,0.0
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"Asian",2,,,,,2,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"Native American",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"Multi-Ethnic",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"IEP",29,31.0,27.6,27.6,13.8,27,18.5,22.2,25.9,33.3
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"ELL",4,,,,,4,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",8,"Economically Disadvantaged",94,55.3,30.9,7.4,6.4,94,35.1,41.5,12.8,10.6
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"All Students",310,26.1,32.3,21.0,20.6,305,27.2,34.4,19.7,18.7
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"Male",160,27.5,32.5,17.5,22.5,155,25.2,32.3,23.2,19.4
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"Female",150,24.7,32.0,24.7,18.7,150,29.3,36.7,16.0,18.0
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"White",276,27.5,33.3,19.9,19.2,270,28.9,36.7,18.1,16.3
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"Black",5,,,,,6,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"Hispanic",26,15.4,26.9,26.9,30.8,26,15.4,19.2,34.6,30.8
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"Asian",3,,,,,3,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"Native American",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"Multi-Ethnic",0,,,,,0,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"IEP",30,0.0,23.3,26.7,50.0,25,4.0,16.0,12.0,68.0
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"ELL",5,,,,,5,,,,
112011603,"Adams",12,"CONEWAGO VALLEY SD",11,"Economically Disadvantaged",72,13.9,31.9,23.6,30.6,71,15.5,28.2,31.0,25.4
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"All Students",80,42.5,46.3,8.8,2.5,80,23.8,48.8,5.0,22.5
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"Male",43,41.9,48.8,9.3,0.0,43,16.3,53.5,9.3,20.9
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"Female",37,43.2,43.2,8.1,5.4,37,32.4,43.2,0.0,24.3
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"White",73,39.7,49.3,8.2,2.7,73,23.3,47.9,5.5,23.3
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"Black",2,,,,,2,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"Hispanic",2,,,,,2,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"Asian",2,,,,,2,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"Native American",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"Multi-Ethnic",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"IEP",12,8.3,75.0,8.3,8.3,12,0.0,25.0,0.0,75.0
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"ELL",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",3,"Economically Disadvantaged",14,21.4,64.3,7.1,7.1,14,7.1,35.7,7.1,50.0
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"All Students",88,58.0,30.7,3.4,8.0,90,31.1,36.7,20.0,12.2
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"Male",42,50.0,33.3,7.1,9.5,43,20.9,41.9,18.6,18.6
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"Female",46,65.2,28.3,0.0,6.5,47,40.4,31.9,21.3,6.4
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"White",85,57.6,30.6,3.5,8.2,87,31.0,35.6,20.7,12.6
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"Black",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"Hispanic",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"Asian",2,,,,,2,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"Native American",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"Multi-Ethnic",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"IEP",5,,,,,7,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"ELL",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",4,"Economically Disadvantaged",18,44.4,38.9,0.0,16.7,20,25.0,35.0,10.0,30.0
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"All Students",89,50.6,28.1,18.0,3.4,90,21.1,46.7,17.8,14.4
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"Male",43,53.5,27.9,16.3,2.3,44,20.5,45.5,13.6,20.5
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"Female",46,47.8,28.3,19.6,4.3,46,21.7,47.8,21.7,8.7
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"White",85,50.6,27.1,18.8,3.5,86,22.1,45.3,18.6,14.0
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"Black",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"Hispanic",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"Asian",2,,,,,2,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"Native American",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"Multi-Ethnic",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"IEP",7,,,,,8,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"ELL",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",5,"Economically Disadvantaged",19,42.1,26.3,26.3,5.3,19,21.1,47.4,10.5,21.1
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"All Students",75,40.0,29.3,13.3,17.3,79,35.4,30.4,15.2,19.0
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"Male",39,46.2,20.5,12.8,20.5,42,28.6,35.7,14.3,21.4
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"Female",36,33.3,38.9,13.9,13.9,37,43.2,24.3,16.2,16.2
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"White",71,40.8,29.6,12.7,16.9,75,34.7,30.7,16.0,18.7
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"Black",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"Hispanic",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"Asian",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"Native American",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"Multi-Ethnic",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"IEP",4,,,,,8,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"ELL",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",6,"Economically Disadvantaged",17,23.5,23.5,23.5,29.4,18,38.9,16.7,16.7,27.8
112013054,"Adams",12,"FAIRFIELD AREA SD",7,"All Students",84,46.4,21.4,20.2,11.9,88,45.5,31.8,11.4,11.4
112013054,"Adams",12,"FAIRFIELD AREA SD",7,"Male",42,47.6,23.8,16.7,11.9,43,39.5,27.9,14.0,18.6
112013054,"Adams",12,"FAIRFIELD AREA SD",7,"Female",42,45.2,19.0,23.8,11.9,45,51.1,35.6,8.9,4.4
112013054,"Adams",12,"FAIRFIELD AREA SD",7,"White",83,47.0,20.5,20.5,12.0,87,46.0,31.0,11.5,11.5
112013054,"Adams",12,"FAIRFIELD AREA SD",7,"Black",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",7,"Hispanic",1,,,,,1,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",7,"Asian",0,,,,,0,,,,
112013054,"Adams",12,"FAIRFIELD AREA SD",7,"Native American",0,,,,,0,,,,
